Prefix,Country,"Network name",Interval
9187438,India,Mobile,1/1
9187439,India,Mobile,1/1
9187440,India,Mobile,1/1
9187448,India,Mobile,1/1
9187449,India,Mobile,1/1
9187450,India,Mobile,1/1
9187458,India,Mobile,1/1
9187459,India,Mobile,1/1
9187460,India,Mobile,1/1
9187468,India,Mobile,1/1
9187469,India,Mobile,1/1
9187470,India,Mobile,1/1
9187478,India,Mobile,1/1
9187479,India,Mobile,1/1
9187480,India,Mobile,1/1
9187488,India,Mobile,1/1
9187489,India,Mobile,1/1
9187490,India,Mobile,1/1
9187498,India,Mobile,1/1
9187499,India,Mobile,1/1
918750,India,Mobile,1/1
9187510,India,Mobile,1/1
9187518,India,Mobile,1/1
9187519,India,Mobile,1/1
9187520,India,Mobile,1/1
9187528,India,Mobile,1/1
9187529,India,Mobile,1/1
9187530,India,Mobile,1/1
9187538,India,Mobile,1/1
9187539,India,Mobile,1/1
918754,India,Mobile,1/1
918755,India,Mobile,1/1
918756,India,Mobile,1/1
918757,India,Mobile,1/1
918758,India,Mobile,1/1
918759,India,Mobile,1/1
918760,India,Mobile,1/1
9187610,India,Mobile,1/1
9187618,India,Mobile,1/1
9187619,India,Mobile,1/1
918766,India,Mobile,1/1
918767,India,Mobile,1/1
918768,India,Mobile,1/1
918769,India,Mobile,1/1
918790,India,Mobile,1/1
918791,India,Mobile,1/1
918792,India,Mobile,1/1
918793,India,Mobile,1/1
918794,India,Mobile,1/1
918795,India,Mobile,1/1
918796,India,Mobile,1/1
918797,India,Mobile,1/1
918798,India,Mobile,1/1
918799,India,Mobile,1/1
91880,India,Mobile,1/1
918810,India,Mobile,1/1
9188110,India,Mobile,1/1
9188118,India,Mobile,1/1
9188119,India,Mobile,1/1
9188120,India,Mobile,1/1
9188128,India,Mobile,1/1
9188129,India,Mobile,1/1
9188130,India,Mobile,1/1
9188138,India,Mobile,1/1
9188139,India,Mobile,1/1
9188140,India,Mobile,1/1
9188148,India,Mobile,1/1
9188149,India,Mobile,1/1
918815,India,Mobile,1/1
9188160,India,Mobile,1/1
9188168,India,Mobile,1/1
9188169,India,Mobile,1/1
918817,India,Mobile,1/1
9188180,India,Mobile,1/1
9188188,India,Mobile,1/1
9188189,India,Mobile,1/1
9188190,India,Mobile,1/1
9188198,India,Mobile,1/1
9188199,India,Mobile,1/1
918820,India,Mobile,1/1
9188210,India,Mobile,1/1
9188218,India,Mobile,1/1
9188219,India,Mobile,1/1
918822,India,Mobile,1/1
9188230,India,Mobile,1/1
9188238,India,Mobile,1/1
9188239,India,Mobile,1/1
918824,India,Mobile,1/1
918825,India,Mobile,1/1
918826,India,Mobile,1/1
918827,India,Mobile,1/1
918828,India,Mobile,1/1
9188290,India,Mobile,1/1
9188298,India,Mobile,1/1
9188299,India,Mobile,1/1
9188520,India,Mobile,1/1
9188528,India,Mobile,1/1
9188529,India,Mobile,1/1
918853,India,Mobile,1/1
9188540,India,Mobile,1/1
9188548,India,Mobile,1/1
9188549,India,Mobile,1/1
9188550,India,Mobile,1/1
9188558,India,Mobile,1/1
9188559,India,Mobile,1/1
9188560,India,Mobile,1/1
9188568,India,Mobile,1/1
9188569,India,Mobile,1/1
9188570,India,Mobile,1/1
9188578,India,Mobile,1/1
9188579,India,Mobile,1/1
918858,India,Mobile,1/1
918859,India,Mobile,1/1
918860,India,Mobile,1/1
918861,India,Mobile,1/1
9188620,India,Mobile,1/1
9188628,India,Mobile,1/1
9188629,India,Mobile,1/1
9188630,India,Mobile,1/1
9188638,India,Mobile,1/1
9188639,India,Mobile,1/1
9188640,India,Mobile,1/1
9188648,India,Mobile,1/1
9188649,India,Mobile,1/1
9188650,India,Mobile,1/1
9188658,India,Mobile,1/1
9188659,India,Mobile,1/1
918866,India,Mobile,1/1
918867,India,Mobile,1/1
9188680,India,Mobile,1/1
9188688,India,Mobile,1/1
9188689,India,Mobile,1/1
9188690,India,Mobile,1/1
9188698,India,Mobile,1/1
9188699,India,Mobile,1/1
918870,India,Mobile,1/1
918871,India,Mobile,1/1
918872,India,Mobile,1/1
918873,India,Mobile,1/1
918874,India,Mobile,1/1
918875,India,Mobile,1/1
918876,India,Mobile,1/1
918877,India,Mobile,1/1
918878,India,Mobile,1/1
918879,India,Mobile,1/1
918880,India,Mobile,1/1
918881,India,Mobile,1/1
918882,India,Mobile,1/1
918883,India,Mobile,1/1
918884,India,Mobile,1/1
918885,India,Mobile,1/1
918886,India,Mobile,1/1
918888,India,Mobile,1/1
918889,India,Mobile,1/1
918890,India,Mobile,1/1
918891,India,Mobile,1/1
918892,India,Mobile,1/1
918893,India,Mobile,1/1
918894,India,Mobile,1/1
918896,India,Mobile,1/1
918897,India,Mobile,1/1
918898,India,Mobile,1/1
918899,India,Mobile,1/1
918904,India,Mobile,1/1
918905,India,Mobile,1/1
918906,India,Mobile,1/1
918907,India,Mobile,1/1
918908,India,Mobile,1/1
918909,India,Mobile,1/1
9189220,India,Mobile,1/1
9189228,India,Mobile,1/1
9189229,India,Mobile,1/1
918923,India,Mobile,1/1
9189240,India,Mobile,1/1
9189248,India,Mobile,1/1
9189249,India,Mobile,1/1
918925,India,Mobile,1/1
918926,India,Mobile,1/1
918927,India,Mobile,1/1
918928,India,Mobile,1/1
918929,India,Mobile,1/1
918930,India,Mobile,1/1
9189310,India,Mobile,1/1
9189318,India,Mobile,1/1
9189319,India,Mobile,1/1
9189320,India,Mobile,1/1
9189328,India,Mobile,1/1
9189329,India,Mobile,1/1
9189330,India,Mobile,1/1
9189338,India,Mobile,1/1
9189339,India,Mobile,1/1
9189340,India,Mobile,1/1
9189348,India,Mobile,1/1
9189349,India,Mobile,1/1
9189350,India,Mobile,1/1
9189358,India,Mobile,1/1
9189359,India,Mobile,1/1
9189360,India,Mobile,1/1
9189368,India,Mobile,1/1
9189369,India,Mobile,1/1
9189370,India,Mobile,1/1
9189378,India,Mobile,1/1
9189379,India,Mobile,1/1
9189380,India,Mobile,1/1
9189388,India,Mobile,1/1
9189389,India,Mobile,1/1
918939,India,Mobile,1/1
918940,India,Mobile,1/1
9189410,India,Mobile,1/1
9189418,India,Mobile,1/1
9189419,India,Mobile,1/1
9189420,India,Mobile,1/1
9189428,India,Mobile,1/1
9189429,India,Mobile,1/1
918943,India,Mobile,1/1
9189440,India,Mobile,1/1
9189448,India,Mobile,1/1
9189449,India,Mobile,1/1
9189450,India,Mobile,1/1
9189455,India,Mobile,1/1
9189458,India,Mobile,1/1
9189459,India,Mobile,1/1
9189460,India,Mobile,1/1
9189468,India,Mobile,1/1
9189469,India,Mobile,1/1
9189470,India,Mobile,1/1
9189478,India,Mobile,1/1
9189479,India,Mobile,1/1
918948,India,Mobile,1/1
918950,India,Mobile,1/1
918951,India,Mobile,1/1
9189520,India,Mobile,1/1
9189528,India,Mobile,1/1
9189529,India,Mobile,1/1
918953,India,Mobile,1/1
918954,India,Mobile,1/1
918955,India,Mobile,1/1
918956,India,Mobile,1/1
918957,India,Mobile,1/1
918958,India,Mobile,1/1
918959,India,Mobile,1/1
918960,India,Mobile,1/1
918961,India,Mobile,1/1
918962,India,Mobile,1/1
9189630,India,Mobile,1/1
9189638,India,Mobile,1/1
9189639,India,Mobile,1/1
9189640,India,Mobile,1/1
9189648,India,Mobile,1/1
9189649,India,Mobile,1/1
9189650,India,Mobile,1/1
9189658,India,Mobile,1/1
9189659,India,Mobile,1/1
9189660,India,Mobile,1/1
9189668,India,Mobile,1/1
9189669,India,Mobile,1/1
918967,India,Mobile,1/1
918968,India,Mobile,1/1
918969,India,Mobile,1/1
91897,India,Mobile,1/1
918980,India,Mobile,1/1
918981,India,Mobile,1/1
918982,India,Mobile,1/1
918983,India,Mobile,1/1
918984,India,Mobile,1/1
918999,India,Mobile,1/1
9190,India,Mobile,1/1
9191,India,Mobile,1/1
9192,India,Mobile,1/1
9193,India,Mobile,1/1
9195,India,Mobile,1/1
9196,India,Mobile,1/1
9197,India,Mobile,1/1
9198,India,Mobile,1/1
9199,India,Mobile,1/1
9122,India,Mumbai,1/1
91821,India,Mysore,1/1
91712,India,Nagpur,1/1
9111,India,"New Delhi",1/1
91,India,Other,1/1
91612,India,Patna,1/1
9120,India,Pune,1/1
9116,India,Punjab,1/1
9117,India,Punjab,1/1
9118,India,Punjab,1/1
9189918,India,Punjab,1/1
91281,India,Rajkot,1/1
9141,India,"Tamil Nadu",1/1
9142,India,"Tamil Nadu",1/1
9143,India,"Tamil Nadu",1/1
9145,India,"Tamil Nadu",1/1
9146,India,"Tamil Nadu",1/1
9189942,India,"Tamil Nadu",1/1
9189944,India,"Tamil Nadu",1/1
62817,Indonesia,"Excelcomindo Mobile",1/1
62818,Indonesia,"Excelcomindo Mobile",1/1
62819,Indonesia,"Excelcomindo Mobile",1/1
62831,Indonesia,"Excelcomindo Mobile",1/1
62832,Indonesia,"Excelcomindo Mobile",1/1
62833,Indonesia,"Excelcomindo Mobile",1/1
62838,Indonesia,"Excelcomindo Mobile",1/1
62859,Indonesia,"Excelcomindo Mobile",1/1
62877,Indonesia,"Excelcomindo Mobile",1/1
62878,Indonesia,"Excelcomindo Mobile",1/1
62814,Indonesia,"Indosat Mobile",1/1
62815,Indonesia,"Indosat Mobile",1/1
62816,Indonesia,"Indosat Mobile",1/1
62855,Indonesia,"Indosat Mobile",1/1
62856,Indonesia,"Indosat Mobile",1/1
62857,Indonesia,"Indosat Mobile",1/1
62858,Indonesia,"Indosat Mobile",1/1
6221,Indonesia,Jakarta,1/1
628,Indonesia,Mobile,1/1
62,Indonesia,Other,1/1
6231,Indonesia,Surabaya,1/1
62811,Indonesia,"Telkomsel Mobile",1/1
62812,Indonesia,"Telkomsel Mobile",1/1
62813,Indonesia,"Telkomsel Mobile",1/1
62821,Indonesia,"Telkomsel Mobile",1/1
62822,Indonesia,"Telkomsel Mobile",1/1
62823,Indonesia,"Telkomsel Mobile",1/1
62851,Indonesia,"Telkomsel Mobile",1/1
62852,Indonesia,"Telkomsel Mobile",1/1
62853,Indonesia,"Telkomsel Mobile",1/1
87078,"Inmarsat Snac "," Bgan Hsd-Bgan Hsd",1/1
87077,"Inmarsat Snac "," Bgan-Bgan",1/1
8705,"Inmarsat Snac",Aero,1/1
8703,"Inmarsat Snac",B,1/1
87039,"Inmarsat Snac","B Hsd",1/1
8706,"Inmarsat Snac",M,1/1
87060,"Inmarsat Snac","M4 Hsd",1/1
87076,"Inmarsat Snac","Mini M",1/1
88299,"Intl Network",Aeromobile,1/1
88234,"Intl Network","Antarctica Gsm Aq",1/1
883120,"Intl Network",M2m,1/1
88239,"Intl Network",M2m_Malta,1/1
88242,"Intl Network",Seanet,1/1
8835100,"Intl Network",Voxbon,1/1
989,Iran,Mobile,1/1
98901,Iran,"Mtn Mobile",1/1
98902,Iran,"Mtn Mobile",1/1
98903,Iran,"Mtn Mobile",1/1
98930,Iran,"Mtn Mobile",1/1
98933,Iran,"Mtn Mobile",1/1
98935,Iran,"Mtn Mobile",1/1
98936,Iran,"Mtn Mobile",1/1
98937,Iran,"Mtn Mobile",1/1
98938,Iran,"Mtn Mobile",1/1
98939,Iran,"Mtn Mobile",1/1
98,Iran,Other,1/1
9821,Iran,Tehran,1/1
96477,Iraq,"Asiacell Mobile",1/1
9641,Iraq,Baghdad,1/1
9644,Iraq,Basra,1/1
9647480,Iraq,"Fanous Mobile",1/1
9647481,Iraq,"Fanous Mobile",1/1
9642,Iraq,Itpc,1/1
96430,Iraq,Itpc,1/1
96432,Iraq,Itpc,1/1
96433,Iraq,Itpc,1/1
96436,Iraq,Itpc,1/1
96437,Iraq,Itpc,1/1
96450,Iraq,Itpc,1/1
96460,Iraq,Itpc,1/1
96475,Iraq,"Korektel Mobile",1/1
96470,Iraq,Mobile,1/1
96471,Iraq,Mobile,1/1
96472,Iraq,Mobile,1/1
96474,Iraq,Mobile,1/1
96476,Iraq,Mobile,1/1
964,Iraq,Other,1/1
96453,Iraq,Sulaimaniya,1/1
9647400,Iraq,Wll,1/1
9647401,Iraq,Wll,1/1
9647435,Iraq,Wll,1/1
96478,Iraq,"Zain Mobile",1/1
96479,Iraq,"Zain Mobile",1/1
35386,Ireland,"02 Mobile",1/1
35383,Ireland,"H3g Mobile",1/1
3538994,Ireland,"Lycatel Mobile",1/1
3538995,Ireland,"Lycatel Mobile",1/1
3538996,Ireland,"Lycatel Mobile",1/1
3538997,Ireland,"Lycatel Mobile",1/1
3538998,Ireland,"Lycatel Mobile",1/1
3538999,Ireland,"Lycatel Mobile",1/1
35385,Ireland,"Meteor Mobile",1/1
35382,Ireland,Mobile,1/1
35389,Ireland,Mobile,1/1
353700,Ireland,"Non Geographic",1/1
35376,Ireland,"Non Geographic",1/1
353818,Ireland,"Non Geographic",1/1
353,Ireland,Other,1/1
35387,Ireland,"Vodafone Mobile",1/1
8817,Iridium,7,1/1
8816,Iridium,Other,1/1
9721515,Israel,Mobile,1/1
9721535,Israel,Mobile,1/1
9725,Israel,Mobile,1/1
972,Israel,Other,1/1
97222,Israel,Palestine,1/1
97242,Israel,Palestine,1/1
97282,Israel,Palestine,1/1
97292,Israel,Palestine,1/1
97256,Israel,"Palestine Mobile",1/1
97259,Israel,"Palestine Mobile",1/1
39373,Italy,"H3g Mobile",1/1
39390,Italy,"H3g Mobile",1/1
39391,Italy,"H3g Mobile",1/1
39392,Italy,"H3g Mobile",1/1
39393,Italy,"H3g Mobile",1/1
39397,Italy,"H3g Mobile",1/1
39350,Italy,"Ita Mobile",1/1
39351,Italy,"Ita Mobile",1/1
393533,Italy,"Ita Mobile",1/1
39355,Italy,"Ita Mobile",1/1
393710,Italy,"Ita Mobile",1/1
393711,Italy,"Ita Mobile",1/1
393755,Italy,"Ita Mobile",1/1
39381,Italy,"Ita Mobile",1/1
39382,Italy,"Ita Mobile",1/1
39741,Italy,"Ita Mobile",1/1
39742,Italy,"Ita Mobile",1/1
393,Italy,Mobile,1/1
3974,Italy,Mobile,1/1
39,Italy,Other,1/1
39330,Italy,"Tim Mobile",1/1
39331,Italy,"Tim Mobile",1/1
39333,Italy,"Tim Mobile",1/1
39334,Italy,"Tim Mobile",1/1
39335,Italy,"Tim Mobile",1/1
39336,Italy,"Tim Mobile",1/1
39337,Italy,"Tim Mobile",1/1
39338,Italy,"Tim Mobile",1/1
39339,Italy,"Tim Mobile",1/1
39360,Italy,"Tim Mobile",1/1
39361,Italy,"Tim Mobile",1/1
39362,Italy,"Tim Mobile",1/1
39363,Italy,"Tim Mobile",1/1
39366,Italy,"Tim Mobile",1/1
39368,Italy,"Tim Mobile",1/1
39370,Italy,"Tim Mobile",1/1
39385,Italy,"Tim Mobile",1/1
3934,Italy,"Vodafone Mobile",1/1
39377,Italy,"Vodafone Mobile",1/1
39383,Italy,"Vodafone Mobile",1/1
3932,Italy,"Wind Mobile",1/1
39380,Italy,"Wind Mobile",1/1
39384,Italy,"Wind Mobile",1/1
39386,Italy,"Wind Mobile",1/1
39387,Italy,"Wind Mobile",1/1
39388,Italy,"Wind Mobile",1/1
39389,Italy,"Wind Mobile",1/1
22569,"Ivory Coast","Aircomm Mobile",1/1
22565,"Ivory Coast","Comium Mobile",1/1
22566,"Ivory Coast","Comium Mobile",1/1
22567,"Ivory Coast","Comium Mobile",1/1
22501,"Ivory Coast","Moov Mobile",1/1
22502,"Ivory Coast","Moov Mobile",1/1
22503,"Ivory Coast","Moov Mobile",1/1
22540,"Ivory Coast","Moov Mobile",1/1
22541,"Ivory Coast","Moov Mobile",1/1
22542,"Ivory Coast","Moov Mobile",1/1
22543,"Ivory Coast","Moov Mobile",1/1
225200,"Ivory Coast","Mtn Fixed",1/1
225210,"Ivory Coast","Mtn Fixed",1/1
225220,"Ivory Coast","Mtn Fixed",1/1
225230,"Ivory Coast","Mtn Fixed",1/1
225240,"Ivory Coast","Mtn Fixed",1/1
225300,"Ivory Coast","Mtn Fixed",1/1
225310,"Ivory Coast","Mtn Fixed",1/1
225320,"Ivory Coast","Mtn Fixed",1/1
225330,"Ivory Coast","Mtn Fixed",1/1
225340,"Ivory Coast","Mtn Fixed",1/1
225350,"Ivory Coast","Mtn Fixed",1/1
225360,"Ivory Coast","Mtn Fixed",1/1
22504,"Ivory Coast","Mtn Mobile",1/1
22505,"Ivory Coast","Mtn Mobile",1/1
22506,"Ivory Coast","Mtn Mobile",1/1
22544,"Ivory Coast","Mtn Mobile",1/1
22545,"Ivory Coast","Mtn Mobile",1/1
22546,"Ivory Coast","Mtn Mobile",1/1
22554,"Ivory Coast","Mtn Mobile",1/1
22555,"Ivory Coast","Mtn Mobile",1/1
22556,"Ivory Coast","Mtn Mobile",1/1
22575,"Ivory Coast","Mtn Mobile",1/1
22507,"Ivory Coast","Orange Mobile",1/1
22508,"Ivory Coast","Orange Mobile",1/1
22509,"Ivory Coast","Orange Mobile",1/1
22547,"Ivory Coast","Orange Mobile",1/1
22548,"Ivory Coast","Orange Mobile",1/1
22549,"Ivory Coast","Orange Mobile",1/1
22557,"Ivory Coast","Orange Mobile",1/1
22558,"Ivory Coast","Orange Mobile",1/1
22559,"Ivory Coast","Orange Mobile",1/1
22577,"Ivory Coast","Orange Mobile",1/1
22578,"Ivory Coast","Orange Mobile",1/1
22579,"Ivory Coast","Orange Mobile",1/1
22587,"Ivory Coast","Orange Mobile",1/1
22560,"Ivory Coast","Oricell Mobile",1/1
22561,"Ivory Coast","Oricell Mobile",1/1
225,"Ivory Coast",Other,1/1
187624,Jamaica,"Digicel Mobile",1/1
187625,Jamaica,"Digicel Mobile",1/1
187626,Jamaica,"Digicel Mobile",1/1
1876275,Jamaica,"Digicel Mobile",1/1
1876276,Jamaica,"Digicel Mobile",1/1
1876277,Jamaica,"Digicel Mobile",1/1
1876278,Jamaica,"Digicel Mobile",1/1
1876279,Jamaica,"Digicel Mobile",1/1
187628,Jamaica,"Digicel Mobile",1/1
187629,Jamaica,"Digicel Mobile",1/1
1876301,Jamaica,"Digicel Mobile",1/1
1876302,Jamaica,"Digicel Mobile",1/1
1876303,Jamaica,"Digicel Mobile",1/1
1876304,Jamaica,"Digicel Mobile",1/1
1876305,Jamaica,"Digicel Mobile",1/1
1876306,Jamaica,"Digicel Mobile",1/1
1876307,Jamaica,"Digicel Mobile",1/1
1876308,Jamaica,"Digicel Mobile",1/1
1876309,Jamaica,"Digicel Mobile",1/1
187635,Jamaica,"Digicel Mobile",1/1
187636,Jamaica,"Digicel Mobile",1/1
187637,Jamaica,"Digicel Mobile",1/1
187638,Jamaica,"Digicel Mobile",1/1
187639,Jamaica,"Digicel Mobile",1/1
1876401,Jamaica,"Digicel Mobile",1/1
1876402,Jamaica,"Digicel Mobile",1/1
1876403,Jamaica,"Digicel Mobile",1/1
1876404,Jamaica,"Digicel Mobile",1/1
1876405,Jamaica,"Digicel Mobile",1/1
1876406,Jamaica,"Digicel Mobile",1/1
1876407,Jamaica,"Digicel Mobile",1/1
1876408,Jamaica,"Digicel Mobile",1/1
1876409,Jamaica,"Digicel Mobile",1/1
187641,Jamaica,"Digicel Mobile",1/1
187642,Jamaica,"Digicel Mobile",1/1
187643,Jamaica,"Digicel Mobile",1/1
187644,Jamaica,"Digicel Mobile",1/1
187645,Jamaica,"Digicel Mobile",1/1
187646,Jamaica,"Digicel Mobile",1/1
187647,Jamaica,"Digicel Mobile",1/1
187648,Jamaica,"Digicel Mobile",1/1
187649,Jamaica,"Digicel Mobile",1/1
1876503,Jamaica,"Digicel Mobile",1/1
1876504,Jamaica,"Digicel Mobile",1/1
1876505,Jamaica,"Digicel Mobile",1/1
1876506,Jamaica,"Digicel Mobile",1/1
1876507,Jamaica,"Digicel Mobile",1/1
1876508,Jamaica,"Digicel Mobile",1/1
1876509,Jamaica,"Digicel Mobile",1/1
1876520,Jamaica,"Digicel Mobile",1/1
1876521,Jamaica,"Digicel Mobile",1/1
1876522,Jamaica,"Digicel Mobile",1/1
1876524,Jamaica,"Digicel Mobile",1/1
1876527,Jamaica,"Digicel Mobile",1/1
1876528,Jamaica,"Digicel Mobile",1/1
1876529,Jamaica,"Digicel Mobile",1/1
187655,Jamaica,"Digicel Mobile",1/1
1876560,Jamaica,"Digicel Mobile",1/1
1876561,Jamaica,"Digicel Mobile",1/1
1876562,Jamaica,"Digicel Mobile",1/1
1876564,Jamaica,"Digicel Mobile",1/1
1876565,Jamaica,"Digicel Mobile",1/1
1876566,Jamaica,"Digicel Mobile",1/1
1876567,Jamaica,"Digicel Mobile",1/1
1876568,Jamaica,"Digicel Mobile",1/1
1876569,Jamaica,"Digicel Mobile",1/1
187657,Jamaica,"Digicel Mobile",1/1
187658,Jamaica,"Digicel Mobile",1/1
187659,Jamaica,"Digicel Mobile",1/1
187684,Jamaica,"Digicel Mobile",1/1
187685,Jamaica,"Digicel Mobile",1/1
187686,Jamaica,"Digicel Mobile",1/1
187687,Jamaica,"Digicel Mobile",1/1
187688,Jamaica,"Digicel Mobile",1/1
187689,Jamaica,"Digicel Mobile",1/1
1876210,Jamaica,Mobile,1/1
1876310,Jamaica,Mobile,1/1
1876312,Jamaica,Mobile,1/1
1876313,Jamaica,Mobile,1/1
1876314,Jamaica,Mobile,1/1
1876315,Jamaica,Mobile,1/1
1876316,Jamaica,Mobile,1/1
1876317,Jamaica,Mobile,1/1
1876318,Jamaica,Mobile,1/1
1876319,Jamaica,Mobile,1/1
187632,Jamaica,Mobile,1/1
187633,Jamaica,Mobile,1/1
187634,Jamaica,Mobile,1/1
1876501,Jamaica,Mobile,1/1
1876502,Jamaica,Mobile,1/1
1876510,Jamaica,Mobile,1/1
1876512,Jamaica,Mobile,1/1
1876513,Jamaica,Mobile,1/1
1876517,Jamaica,Mobile,1/1
1876518,Jamaica,Mobile,1/1
1876519,Jamaica,Mobile,1/1
187653,Jamaica,Mobile,1/1
187654,Jamaica,Mobile,1/1
1876563,Jamaica,Mobile,1/1
1876700,Jamaica,Mobile,1/1
1876707,Jamaica,Mobile,1/1
187677,Jamaica,Mobile,1/1
1876781,Jamaica,Mobile,1/1
1876782,Jamaica,Mobile,1/1
1876783,Jamaica,Mobile,1/1
1876784,Jamaica,Mobile,1/1
1876787,Jamaica,Mobile,1/1
1876788,Jamaica,Mobile,1/1
1876789,Jamaica,Mobile,1/1
1876790,Jamaica,Mobile,1/1
1876791,Jamaica,Mobile,1/1
1876792,Jamaica,Mobile,1/1
1876793,Jamaica,Mobile,1/1
1876796,Jamaica,Mobile,1/1
1876797,Jamaica,Mobile,1/1
1876798,Jamaica,Mobile,1/1
1876799,Jamaica,Mobile,1/1
1876801,Jamaica,Mobile,1/1
1876802,Jamaica,Mobile,1/1
1876803,Jamaica,Mobile,1/1
1876804,Jamaica,Mobile,1/1
1876805,Jamaica,Mobile,1/1
1876806,Jamaica,Mobile,1/1
1876807,Jamaica,Mobile,1/1
1876808,Jamaica,Mobile,1/1
1876809,Jamaica,Mobile,1/1
1876810,Jamaica,Mobile,1/1
1876812,Jamaica,Mobile,1/1
1876813,Jamaica,Mobile,1/1
1876814,Jamaica,Mobile,1/1
1876815,Jamaica,Mobile,1/1
1876816,Jamaica,Mobile,1/1
1876817,Jamaica,Mobile,1/1
1876818,Jamaica,Mobile,1/1
1876819,Jamaica,Mobile,1/1
187682,Jamaica,Mobile,1/1
187683,Jamaica,Mobile,1/1
1876909,Jamaica,Mobile,1/1
1876919,Jamaica,Mobile,1/1
1876990,Jamaica,Mobile,1/1
1876995,Jamaica,Mobile,1/1
1876997,Jamaica,Mobile,1/1
1876999,Jamaica,Mobile,1/1
1876,Jamaica,Other,1/1
8150,Japan,"Ip Phone",1/1
813117,Japan,Military,1/1
816117,Japan,Military,1/1
8170,Japan,Mobile,1/1
8180,Japan,Mobile,1/1
8190,Japan,Mobile,1/1
81,Japan,Other,1/1
813,Japan,Tokyo,1/1
8149,Japan,Tokyo,1/1
96275,Jordan,"Fastlink Mobile",1/1
96279,Jordan,"Fastlink Mobile",1/1
96277,Jordan,"Mobilecom Mobile",1/1
962,Jordan,Other,1/1
96278,Jordan,"Umniah Mobile",1/1
77272,Kazakhstan,Almaty,1/1
77273,Kazakhstan,Almaty,1/1
77279,Kazakhstan,Almaty,1/1
77172,Kazakhstan,Astana,1/1
776099,Kazakhstan,"Commercial Networks",1/1
7762,Kazakhstan,"Commercial Networks",1/1
7763,Kazakhstan,"Commercial Networks",1/1
7764,Kazakhstan,"Commercial Networks",1/1
7701,Kazakhstan,"K-Cell Mobile",1/1
7702,Kazakhstan,"K-Cell Mobile",1/1
7775,Kazakhstan,"K-Cell Mobile",1/1
7778,Kazakhstan,"K-Cell Mobile",1/1
77212,Kazakhstan,Karaganda,1/1
7705,Kazakhstan,"Kartel Mobile",1/1
7771,Kazakhstan,"Kartel Mobile",1/1
7776,Kazakhstan,"Kartel Mobile",1/1
7777,Kazakhstan,"Kartel Mobile",1/1
77112,Kazakhstan,Metros,1/1
77122,Kazakhstan,Metros,1/1
77132,Kazakhstan,Metros,1/1
77142,Kazakhstan,Metros,1/1
77152,Kazakhstan,Metros,1/1
77162,Kazakhstan,Metros,1/1
77182,Kazakhstan,Metros,1/1
77232,Kazakhstan,Metros,1/1
77242,Kazakhstan,Metros,1/1
77252,Kazakhstan,Metros,1/1
77262,Kazakhstan,Metros,1/1
77282,Kazakhstan,Metros,1/1
77292,Kazakhstan,Metros,1/1
7700,Kazakhstan,Mobile,1/1
7707,Kazakhstan,Mobile,1/1
7708,Kazakhstan,Mobile,1/1
7747,Kazakhstan,Mobile,1/1
771,Kazakhstan,Other,1/1
772,Kazakhstan,Other,1/1
776,Kazakhstan,Other,1/1
25473,Kenya,"Airtel Mobile",1/1
25475,Kenya,"Airtel Mobile",1/1
25476,Kenya,"Airtel Mobile",1/1
25478,Kenya,"Airtel Mobile",1/1
25420,Kenya,"Orange Mobile",1/1
25441,Kenya,"Orange Mobile",1/1
25451,Kenya,"Orange Mobile",1/1
25453,Kenya,"Orange Mobile",1/1
25457,Kenya,"Orange Mobile",1/1
25461,Kenya,"Orange Mobile",1/1
25477,Kenya,"Orange Mobile",1/1
254,Kenya,Other,1/1
2542051,Kenya,"Safaricom Mobile",1/1
2544150,Kenya,"Safaricom Mobile",1/1
2544450,Kenya,"Safaricom Mobile",1/1
2544651,Kenya,"Safaricom Mobile",1/1
2545183,Kenya,"Safaricom Mobile",1/1
2545670,Kenya,"Safaricom Mobile",1/1
2545785,Kenya,"Safaricom Mobile",1/1
2546184,Kenya,"Safaricom Mobile",1/1
25470,Kenya,"Safaricom Mobile",1/1
25471,Kenya,"Safaricom Mobile",1/1
25472,Kenya,"Safaricom Mobile",1/1
254790,Kenya,"Safaricom Mobile",1/1
254791,Kenya,"Safaricom Mobile",1/1
254792,Kenya,"Safaricom Mobile",1/1
686,Kiribati,"All Country",1/1
9655,Kuwait,Mobile,1/1
9656,Kuwait,Mobile,1/1
965,Kuwait,Other,1/1
9659,Kuwait,"Zain Mobile",1/1
99655,Kyrgyzstan,"Bimokom Mobile",1/1
996312,Kyrgyzstan,Bishkek,1/1
996200,Kyrgyzstan,Mobile,1/1
996201,Kyrgyzstan,Mobile,1/1
996202,Kyrgyzstan,Mobile,1/1
996203,Kyrgyzstan,Mobile,1/1
996204,Kyrgyzstan,Mobile,1/1
996205,Kyrgyzstan,Mobile,1/1
99631247,Kyrgyzstan,Mobile,1/1
99631258,Kyrgyzstan,Mobile,1/1
99631269,Kyrgyzstan,Mobile,1/1
9963127,Kyrgyzstan,Mobile,1/1
99631287,Kyrgyzstan,Mobile,1/1
99631288,Kyrgyzstan,Mobile,1/1
99631289,Kyrgyzstan,Mobile,1/1
99631290,Kyrgyzstan,Mobile,1/1
99631291,Kyrgyzstan,Mobile,1/1
99631292,Kyrgyzstan,Mobile,1/1
99631293,Kyrgyzstan,Mobile,1/1
99631295,Kyrgyzstan,Mobile,1/1
